Airline,Date_of_Journey,Source,Destination,Route,Duration,Total_Stops,Additional_Info,Price,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hours,Duration_mins
Airline B,2019-03-15,Mumbai,Hyderabad,BOM → HYD,1h 25m,0,No info,3175,15,3,12,0,13,25,1,25
Airline A,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,24h 55m,1,In-flight meal not included,10844,21,5,18,55,19,50,24,55
Airline A,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,7h 5m,1,No info,14781,5,12,16,30,23,35,7,5
Airline C,2019-06-06,Kolkata,Banglore,CCU → BBI → BLR,25h 15m,1,No info,7662,6,6,12,0,13,15,25,15
Airline C,2019-12-06,Delhi,Cochin,DEL → GOI → BOM → COK,8h 20m,2,No info,11753,6,12,10,55,19,15,8,20
Airline B,2019-06-05,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,4804,5,6,22,15,0,50,2,35
Airline A,2019-06-15,Delhi,Cochin,DEL → JAI → BOM → COK,26h 55m,2,In-flight meal not included,10368,15,6,9,40,12,35,26,55
Airline C,2019-03-27,Delhi,Cochin,DEL → MAA → COK,27h 20m,1,No info,5117,27,3,6,5,9,25,27,20
Airline A,2019-06-27,Delhi,Cochin,DEL → BHO → BOM → COK,7h 5m,2,No info,14441,27,6,5,30,12,35,7,5
Airline E,2019-06-06,Kolkata,Banglore,CCU → BLR,2h 20m,0,No info,3873,6,6,22,20,0,40,2,20
Airline C,2019-01-05,Kolkata,Banglore,CCU → IXR → DEL → BLR,27h 5m,2,No info,10991,5,1,5,50,8,55,27,5
Airline A,2019-06-03,Delhi,Cochin,DEL → BOM → COK,24h,1,No info,17024,3,6,19,45,19,45,24,0
Airline A,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,26h 35m,1,In-flight meal not included,10844,18,5,20,0,22,35,26,35
Airline C,2019-05-27,Delhi,Cochin,DEL → GOI → BOM → COK,21h 15m,2,No info,10231,27,5,22,0,19,15,21,15
Airline G,2019-05-18,Delhi,Cochin,DEL → BLR → COK,10h 25m,1,No info,7452,18,5,20,45,7,10,10,25
Airline B,2019-01-06,Banglore,Delhi,BLR → DEL,2h 45m,0,No info,3943,6,1,6,5,8,50,2,45
Airline A,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,8h 40m,1,No info,13941,18,5,20,0,4,40,8,40
Airline B,2019-05-27,Kolkata,Banglore,CCU → BLR,2h 45m,0,No info,4804,27,5,9,35,12,20,2,45
Airline C,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,9h 15m,1,No info,11936,15,5,7,0,16,15,9,15
Airline A,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,10h 25m,1,In-flight meal not included,7832,21,3,5,45,16,10,10,25
Airline A,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,13h 20m,1,No info,13044,6,12,20,0,9,20,13,20
Airline A,2019-06-27,Mumbai,Hyderabad,BOM → HYD,1h 25m,0,In-flight meal not included,3210,27,6,2,55,4,20,1,25
Airline A,2019-12-06,Delhi,Cochin,DEL → JAI → BOM → COK,8h 55m,2,No info,13014,6,12,19,30,4,25,8,55
Airline E,2019-06-03,Delhi,Cochin,DEL → PNQ → COK,4h 30m,1,No info,8488,3,6,8,45,13,15,4,30
Airline C,2019-06-24,Mumbai,Hyderabad,BOM → HYD,1h 20m,0,No info,3100,24,6,6,20,7,40,1,20
Airline F,2019-04-21,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,5403,21,4,11,30,14,20,2,50
Airline D,2019-03-06,Delhi,Cochin,DEL → BOM → COK,15h,1,No info,8475,6,3,6,0,21,0,15,0
Airline A,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,13h 20m,1,No info,12681,4,1,18,55,8,15,13,20
Airline A,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,15h,1,No info,14815,3,6,14,5,5,5,15,0
Airline A,2019-06-27,Delhi,Cochin,DEL → BOM → COK,27h,1,In-flight meal not included,10262,27,6,16,0,19,0,27,0
Airline F,2019-12-04,Banglore,Delhi,BLR → DEL,2h 35m,0,No info,5613,4,12,17,0,19,35,2,35
Airline D,2019-06-27,Delhi,Cochin,DEL → BOM → COK,11h 45m,1,No info,8266,27,6,7,30,19,15,11,45
Airline D,2019-05-21,Delhi,Cochin,DEL → HYD → COK,10h,1,No info,6878,21,5,14,55,0,55,10,0
Airline C,2019-03-27,Delhi,Cochin,DEL → LKO → BOM → COK,12h 15m,2,No info,10913,27,3,7,0,19,15,12,15
Airline A,2019-09-05,Delhi,Cochin,DEL → BOM → COK,7h 30m,1,No info,15554,5,9,11,30,19,0,7,30
Airline C,2019-12-03,Mumbai,Hyderabad,BOM → MAA → HYD,13h 15m,1,No info,8528,3,12,5,55,19,10,13,15
Airline D,2019-12-06,Delhi,Cochin,DEL → BOM → COK,7h 20m,1,No info,11789,6,12,11,40,19,0,7,20
Airline B,2019-05-21,Banglore,Delhi,BLR → DEL,2h 55m,0,No info,3419,21,5,0,30,3,25,2,55
Airline A,2019-05-27,Delhi,Cochin,DEL → BOM → COK,5h 35m,1,In-flight meal not included,12898,27,5,22,50,4,25,5,35
Airline D,2019-06-05,Delhi,Cochin,DEL → BOM → COK,11h 30m,1,No info,10529,5,6,7,30,19,0,11,30
Airline B,2019-09-03,Banglore,New Delhi,BLR → DEL,2h 45m,0,No info,7648,3,9,6,0,8,45,2,45
Airline E,2019-01-04,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,3873,4,1,6,55,9,30,2,35
Airline B,2019-03-03,Banglore,New Delhi,BLR → BOM → DEL,5h,1,No info,13292,3,3,19,35,0,35,5,0
Airline C,2019-03-15,Banglore,New Delhi,BLR → CCU → DEL,7h 5m,1,No info,9029,15,3,5,50,12,55,7,5
Airline A,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,11h 5m,1,In-flight meal not included,8849,4,1,21,10,8,15,11,5
Airline A,2019-06-24,Delhi,Cochin,DEL → NAG → BOM → COK,13h 50m,2,No info,13376,24,6,14,35,4,25,13,50
Airline C,2019-05-18,Delhi,Cochin,DEL → MAA → COK,16h 5m,1,No info,7690,18,5,17,20,9,25,16,5
Airline B,2019-05-27,Delhi,Cochin,DEL → BOM → COK,8h,1,No info,6206,27,5,17,30,1,30,8,0
Airline B,2019-03-27,Mumbai,Hyderabad,BOM → HYD,1h 25m,0,No info,2754,27,3,19,5,20,30,1,25
Airline A,2019-06-27,Delhi,Cochin,DEL → AMD → BOM → COK,17h 25m,2,In-flight meal not included,11150,27,6,19,10,12,35,17,25
Airline D,2019-05-18,Delhi,Cochin,DEL → BOM → COK,8h 45m,1,No info,10197,18,5,3,50,12,35,8,45
Airline A,2019-05-18,Delhi,Cochin,DEL → BOM → COK,13h 45m,1,In-flight meal not included,12373,18,5,22,50,12,35,13,45
Airline A,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,11h 25m,1,In-flight meal not included,10844,15,5,8,25,19,50,11,25
Airline A,2019-03-27,Delhi,Cochin,DEL → BOM → COK,24h,1,In-flight meal not included,5963,27,3,19,45,19,45,24,0
Airline D,2019-03-21,Delhi,Cochin,DEL → BOM → COK,10h 15m,1,No info,13378,21,3,9,0,19,15,10,15
Airline E,2019-03-03,Banglore,New Delhi,BLR → HYD → DEL,8h 5m,1,No info,6315,3,3,15,35,23,40,8,5
Airline C,2019-06-04,Delhi,Cochin,DEL → MAA → COK,27h 20m,1,No info,4487,4,6,6,5,9,25,27,20
Airline A,2019-03-06,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No info,8040,6,3,10,20,11,50,1,30
Airline G,2019-06-06,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,4508,6,6,10,20,12,55,2,35
Airline A,2019-03-21,Delhi,Cochin,DEL → BDQ → BOM → COK,24h 25m,2,In-flight meal not included,9270,21,3,18,25,18,50,24,25
Airline B,2019-03-06,Delhi,Cochin,DEL → BLR → COK,4h 50m,1,No info,6493,6,3,15,10,20,0,4,50
Airline E,2019-06-04,Kolkata,Banglore,CCU → BLR,2h 30m,0,No info,3873,4,6,17,10,19,40,2,30
Airline A,2019-06-06,Delhi,Cochin,DEL → BOM → COK,28h,1,No info,14714,6,6,15,0,19,0,28,0
Airline A,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,22h 45m,1,In-flight meal not included,7412,21,3,8,55,7,40,22,45
Airline B,2019-05-15,Delhi,Cochin,DEL → HYD → COK,7h 5m,1,No info,6818,15,5,5,5,12,10,7,5
Airline G,2019-04-27,Kolkata,Banglore,CCU → BLR,2h 30m,0,No info,4409,27,4,22,50,1,20,2,30
Airline H,2019-03-03,Delhi,Cochin,DEL → BOM → COK,5h 50m,1,No info,7378,3,3,7,0,12,50,5,50
Airline A,2019-03-27,Delhi,Cochin,DEL → AMD → BOM → COK,24h 35m,2,In-flight meal not included,8882,27,3,19,10,19,45,24,35
Airline D,2019-03-27,Delhi,Cochin,DEL → BOM → COK,10h 20m,1,No info,8371,27,3,8,55,19,15,10,20
Airline D,2019-06-06,Delhi,Cochin,DEL → HYD → COK,9h 5m,1,No info,9646,6,6,7,5,16,10,9,5
Airline A,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,5h 15m,1,No info,22270,3,1,8,0,13,15,5,15
Airline A,2019-03-15,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,In-flight meal not included,2759,15,3,19,35,21,5,1,30
Airline A,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,21h 25m,1,No info,14571,6,9,18,55,16,20,21,25
Airline D,2019-03-21,Delhi,Cochin,DEL → BOM → COK,7h 20m,1,No info,11622,21,3,11,30,18,50,7,20
Airline F,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,27h 20m,1,No info,9555,18,5,17,0,20,20,27,20
Airline A,2019-01-05,Banglore,Delhi,BLR → DEL,3h 5m,0,In-flight meal not included,4030,5,1,18,55,22,0,3,5
Airline B,2019-06-18,Delhi,Cochin,DEL → COK,3h 15m,0,No info,5000,18,6,5,35,8,50,3,15
Airline A,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,26h 25m,1,In-flight meal not included,11087,3,12,20,35,23,0,26,25
Airline B,2019-04-21,Banglore,Delhi,BLR → DEL,2h 55m,0,No info,4823,21,4,18,25,21,20,2,55
Airline C,2019-03-06,Delhi,Cochin,DEL → BLR → COK,13h 15m,1,No info,8907,6,3,9,45,23,0,13,15
Airline B,2019-04-18,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,4174,18,4,17,15,19,50,2,35
Airline D,2019-06-15,Delhi,Cochin,DEL → BOM → COK,8h,1,No info,7408,15,6,13,0,21,0,8,0
Airline A,2019-09-06,Delhi,Cochin,DEL → NAG → BOM → COK,21h 40m,2,No info,13376,6,9,6,45,4,25,21,40
Airline G,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,11h 50m,1,No info,5192,6,12,7,35,19,25,11,50
Airline B,2019-01-04,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,4591,4,1,13,0,15,50,2,50
Airline A,2019-09-05,Delhi,Cochin,DEL → BOM → COK,6h 35m,1,No info,15554,5,9,21,50,4,25,6,35
Airline E,2019-09-05,Chennai,Kolkata,MAA → CCU,2h 15m,0,No info,3911,5,9,8,20,10,35,2,15
Airline A,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,11h 30m,1,No info,14676,6,9,9,35,21,5,11,30
Airline A,2019-05-15,Kolkata,Banglore,CCU → BOM → BLR,15h 10m,1,No info,14388,15,5,18,55,10,5,15,10
Airline D,2019-05-15,Delhi,Cochin,DEL → BOM → COK,8h 40m,1,No info,7575,15,5,10,35,19,15,8,40
Airline C,2019-05-21,Delhi,Cochin,DEL → CCU → BOM → COK,23h,2,No info,13381,21,5,20,15,19,15,23,0
Airline B,2019-05-15,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No info,4575,15,5,9,10,10,40,1,30
Airline A,2019-09-05,Delhi,Cochin,DEL → BOM → COK,10h 55m,1,In-flight meal not included,12373,5,9,17,30,4,25,10,55
Airline E,2019-03-27,Delhi,Cochin,DEL → MAA → COK,5h 10m,1,No info,5351,27,3,6,10,11,20,5,10
Airline C,2019-03-06,Delhi,Cochin,DEL → JDH → BOM → COK,30h 20m,2,No info,12436,6,3,12,55,19,15,30,20
Airline C,2019-03-21,Banglore,New Delhi,BLR → COK → DEL,25h 20m,1,No info,6010,21,3,22,0,23,20,25,20
Airline B,2019-12-06,Delhi,Cochin,DEL → HYD → COK,7h 35m,1,No info,6442,6,12,8,35,16,10,7,35
Airline B,2019-03-04,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,3943,4,3,4,0,6,50,2,50
Airline B,2019-12-06,Kolkata,Banglore,CCU → MAA → BLR,4h,1,No info,4226,6,12,6,20,10,20,4,0
Airline E,2019-05-24,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No check-in baggage included,1965,24,5,22,45,0,15,1,30
Airline A,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,23h 50m,1,In-flight meal not included,10844,24,5,20,0,19,50,23,50
Airline A,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,28h 15m,1,In-flight meal not included,11134,24,3,13,55,18,10,28,15
Airline C,2019-09-06,Delhi,Cochin,DEL → BOM → COK,22h 15m,1,No info,8372,6,9,21,0,19,15,22,15
Airline B,2019-03-03,Delhi,Cochin,DEL → COK,3h 15m,0,No info,7673,3,3,21,5,0,20,3,15
Airline C,2019-03-21,Banglore,New Delhi,BLR → CCU → BBI → DEL,10h 30m,2,No info,7664,21,3,5,50,16,20,10,30
Airline D,2019-09-05,Delhi,Cochin,DEL → BOM → COK,10h 30m,1,No info,15078,5,9,15,0,1,30,10,30
Airline B,2019-01-06,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No info,2227,6,1,21,20,22,50,1,30
Airline D,2019-03-06,Delhi,Cochin,DEL → BOM → COK,14h,1,No info,7618,6,3,7,0,21,0,14,0
Airline B,2019-03-24,Kolkata,Banglore,CCU → BBI → BLR,4h 30m,1,No info,9806,24,3,11,55,16,25,4,30
Airline A,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,4h 40m,1,No info,19225,3,6,5,45,10,25,4,40
Airline C,2019-03-06,Delhi,Cochin,DEL → MAA → COK,16h 5m,1,No info,7480,6,3,17,20,9,25,16,5
Airline A,2019-09-03,Banglore,New Delhi,BLR → BOM → DEL,24h 35m,1,In-flight meal not included,11087,3,9,8,55,9,30,24,35
Airline A,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,16h 50m,1,No info,14178,24,5,16,30,9,20,16,50
Airline A,2019-09-06,Delhi,Cochin,DEL → LKO → BOM → COK,22h 30m,2,No info,13882,6,9,14,5,12,35,22,30
Airline C,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,25h 45m,1,No info,8891,24,5,9,25,11,10,25,45
Airline A,2019-06-15,Delhi,Cochin,DEL → BOM → COK,7h 30m,1,No info,14714,15,6,11,30,19,0,7,30
Airline A,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,10h 40m,1,No info,13555,18,3,22,50,9,30,10,40
Airline D,2019-03-06,Delhi,Cochin,DEL → BOM → COK,6h 35m,1,No info,13259,6,3,6,0,12,35,6,35
Airline F,2019-03-24,Banglore,New Delhi,BLR → DEL,2h 40m,0,No info,5403,24,3,11,30,14,10,2,40
Airline C,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,26h 55m,1,No info,10203,6,12,17,30,20,25,26,55
Airline A,2019-03-21,Delhi,Cochin,DEL → BOM → COK,8h 40m,1,No info,12557,21,3,19,45,4,25,8,40
Airline C,2019-05-21,Kolkata,Banglore,CCU → VNS → DEL → BLR,18h 25m,2,No info,15107,21,5,14,30,8,55,18,25
Airline A,2019-05-21,Delhi,Cochin,DEL → BOM → COK,15h 40m,1,In-flight meal not included,12898,21,5,20,55,12,35,15,40
Airline A,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,24h 40m,1,No info,13067,5,9,20,25,21,5,24,40
Airline B,2019-06-04,Kolkata,Banglore,CCU → HYD → BLR,5h 15m,1,No info,4268,4,6,15,15,20,30,5,15
Airline D,2019-05-15,Delhi,Cochin,DEL → BOM → COK,8h 55m,1,No info,8266,15,5,10,20,19,15,8,55
Airline G,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,11h 50m,1,No info,7870,6,9,7,35,19,25,11,50
Airline E,2019-05-18,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,3873,18,5,6,55,9,30,2,35
Airline G,2019-03-21,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,4082,21,3,10,20,12,55,2,35
Airline A,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,8h 40m,1,In-flight meal not included,8586,5,1,20,0,4,40,8,40
Airline A,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,13h 30m,1,In-flight meal not included,11087,3,12,22,55,12,25,13,30
Airline C,2019-01-06,Delhi,Cochin,DEL → GOI → BOM → COK,21h 15m,2,No info,10861,6,1,22,0,19,15,21,15
Airline B,2019-01-05,Chennai,Kolkata,MAA → CCU,2h 20m,0,No info,3597,5,1,19,35,21,55,2,20
Airline B,2019-05-27,Delhi,Cochin,DEL → HYD → COK,11h 5m,1,No info,6600,27,5,5,5,16,10,11,5
Airline A,2019-12-03,Mumbai,Hyderabad,BOM → JDH → DEL → HYD,8h 20m,2,No info,23843,3,12,8,15,16,35,8,20
Airline C,2019-03-27,Delhi,Cochin,DEL → BOM → COK,9h 15m,1,No info,6902,27,3,10,0,19,15,9,15
Airline A,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,8h 40m,1,No info,13941,5,1,20,0,4,40,8,40
Airline A,2019-01-05,Banglore,Delhi,BLR → DEL,3h,0,No info,7229,5,1,19,50,22,50,3,0
Airline C,2019-06-15,Delhi,Cochin,DEL → MAA → COK,20h 55m,1,No info,7480,15,6,12,30,9,25,20,55
Airline D,2019-06-27,Delhi,Cochin,DEL → BOM → COK,12h 30m,1,No info,13377,27,6,13,0,1,30,12,30
Airline A,2019-12-04,Banglore,Delhi,BLR → DEL,2h 55m,0,In-flight meal not included,5198,4,12,11,10,14,5,2,55
Airline A,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,6h 5m,1,In-flight meal not included,10844,24,5,16,30,22,35,6,5
Airline E,2019-03-06,Delhi,Cochin,DEL → PNQ → COK,4h 30m,1,No info,5830,6,3,8,45,13,15,4,30
Airline B,2019-01-03,Mumbai,Hyderabad,BOM → HYD,1h 25m,0,No info,12475,3,1,12,0,13,25,1,25
Airline B,2019-12-05,Banglore,Delhi,BLR → DEL,3h,0,No info,4823,5,12,16,55,19,55,3,0
Airline C,2019-03-03,Delhi,Cochin,DEL → JDH → BOM → COK,30h 20m,2,No info,21571,3,3,12,55,19,15,30,20
Airline A,2019-03-21,Delhi,Cochin,DEL → IDR → BOM → COK,32h 30m,2,In-flight meal not included,9254,21,3,10,20,18,50,32,30
Airline A,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,9h 30m,1,In-flight meal not included,9899,6,12,14,5,23,35,9,30
Airline D,2019-05-15,Delhi,Cochin,DEL → BOM → COK,8h 30m,1,No info,8073,15,5,17,0,1,30,8,30
Airline H,2019-06-27,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,3898,27,6,11,40,14,30,2,50
Airline E,2019-06-06,Delhi,Cochin,DEL → PNQ → COK,4h 30m,1,No check-in baggage included,5158,6,6,8,45,13,15,4,30
Airline A,2019-06-18,Banglore,Delhi,BLR → DEL,2h 45m,0,In-flight meal not included,6478,18,6,6,0,8,45,2,45
Airline F,2019-06-03,Delhi,Cochin,DEL → COK,3h 10m,0,No info,12411,3,6,6,0,9,10,3,10
Airline D,2019-05-24,Delhi,Cochin,DEL → BOM → COK,7h 45m,1,No info,9140,24,5,17,45,1,30,7,45
Airline A,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,21h 25m,1,In-flight meal not included,10844,21,5,18,55,16,20,21,25
Airline D,2019-09-05,Delhi,Cochin,DEL → BOM → COK,11h 15m,1,In-flight meal not included,9871,5,9,8,0,19,15,11,15
Airline B,2019-01-06,Delhi,Cochin,DEL → BOM → COK,10h 30m,1,No info,6628,6,1,15,0,1,30,10,30
Airline F,2019-04-21,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,5403,21,4,9,45,12,35,2,50
Airline A,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,7h 30m,1,In-flight meal not included,7594,6,12,21,10,4,40,7,30
Airline B,2019-01-04,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,4174,4,1,17,15,19,50,2,35
Airline D,2019-06-27,Delhi,Cochin,DEL → BOM → COK,8h,1,No info,7408,27,6,13,0,21,0,8,0
Airline A,2019-06-03,Mumbai,Hyderabad,BOM → UDR → DEL → HYD,23h 35m,2,No info,22950,3,6,17,15,16,50,23,35
Airline A,2019-03-06,Delhi,Cochin,DEL → NAG → BOM → COK,22h,2,No info,13376,6,3,14,35,12,35,22,0
Airline G,2019-05-15,Delhi,Cochin,DEL → BLR → COK,10h 25m,1,No info,6853,15,5,20,45,7,10,10,25
Airline E,2019-03-04,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,3873,4,3,6,55,9,30,2,35
Airline E,2019-06-04,Banglore,Delhi,BLR → DEL,2h 50m,0,No check-in baggage included,4319,4,6,9,30,12,20,2,50
Airline A,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,10h 15m,1,In-flight meal not included,7832,21,3,8,55,19,10,10,15
Airline A,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,7h 30m,1,In-flight meal not included,8849,4,1,21,10,4,40,7,30
Airline B,2019-03-06,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,4804,6,3,17,15,19,50,2,35
Airline C,2019-05-21,Delhi,Cochin,DEL → BHO → BOM → COK,25h 45m,2,No info,11911,21,5,5,55,7,40,25,45
Airline A,2019-06-06,Delhi,Cochin,DEL → BHO → BOM → COK,7h 5m,2,No info,14441,6,6,5,30,12,35,7,5
Airline B,2019-06-06,Chennai,Kolkata,MAA → CCU,2h 20m,0,No info,3597,6,6,13,15,15,35,2,20
Airline E,2019-05-24,Chennai,Kolkata,MAA → CCU,2h 15m,0,No check-in baggage included,3543,24,5,8,20,10,35,2,15
Airline E,2019-03-24,Chennai,Kolkata,MAA → CCU,2h 20m,0,No info,5418,24,3,17,45,20,5,2,20
Airline D,2019-05-18,Delhi,Cochin,DEL → BOM → COK,13h,1,No info,8073,18,5,8,0,21,0,13,0
Airline B,2019-03-04,Kolkata,Banglore,CCU → BLR,2h 45m,0,No info,4174,4,3,9,35,12,20,2,45
Airline C,2019-05-24,Kolkata,Banglore,CCU → BBI → HYD → BLR,19h 30m,2,No info,6117,24,5,9,10,4,40,19,30
Airline A,2019-09-03,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,In-flight meal not included,4995,3,9,6,30,8,0,1,30
Airline D,2019-09-05,Delhi,Cochin,DEL → BOM → COK,6h 30m,1,No info,9424,5,9,19,0,1,30,6,30
Airline G,2019-01-06,Kolkata,Banglore,CCU → BLR,2h 35m,0,No info,4409,6,1,10,20,12,55,2,35
Airline B,2019-04-27,Delhi,Cochin,DEL → HYD → COK,11h 5m,1,No info,6171,27,4,5,5,16,10,11,5
Airline C,2019-03-27,Delhi,Cochin,DEL → BLR → COK,11h 45m,1,No info,5998,27,3,20,30,8,15,11,45
Airline F,2019-03-21,Banglore,New Delhi,BLR → DEL,2h 40m,0,No info,5403,21,3,11,30,14,10,2,40
Airline C,2019-03-27,Mumbai,Hyderabad,BOM → HYD,1h 20m,0,No info,2575,27,3,6,20,7,40,1,20
Airline B,2019-06-21,Chennai,Kolkata,MAA → CCU,2h 20m,0,No info,3597,21,6,14,45,17,5,2,20
Airline A,2019-01-06,Delhi,Cochin,DEL → BOM → COK,20h 25m,1,In-flight meal not included,10262,6,1,8,0,4,25,20,25
Airline B,2019-05-15,Delhi,Cochin,DEL → COK,3h 15m,0,No info,6541,15,5,14,25,17,40,3,15
Airline D,2019-03-03,Delhi,Cochin,DEL → IXU → BOM → COK,7h 45m,2,No info,24528,3,3,17,50,1,35,7,45
Airline C,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,9h 5m,1,No info,8366,6,12,9,25,18,30,9,5
Airline A,2019-01-06,Banglore,Delhi,BLR → DEL,3h,0,No info,8016,6,1,19,50,22,50,3,0
Airline B,2019-06-18,Mumbai,Hyderabad,BOM → HYD,1h 30m,0,No info,4049,18,6,9,15,10,45,1,30
Airline A,2019-05-21,Delhi,Cochin,DEL → JAI → BOM → COK,26h 55m,2,In-flight meal not included,13029,21,5,9,40,12,35,26,55
Airline E,2019-03-04,Kolkata,Banglore,CCU → BLR,2h 25m,0,No info,3873,4,3,9,0,11,25,2,25
Airline A,2019-12-05,Kolkata,Banglore,CCU → BOM → BLR,12h 15m,1,No info,13941,5,12,20,0,8,15,12,15
Airline A,2019-06-04,Delhi,Cochin,DEL → BOM → COK,11h 55m,1,In-flight meal not included,5406,4,6,7,5,19,0,11,55
Airline E,2019-03-27,Delhi,Cochin,DEL → PNQ → COK,4h 30m,1,No info,4466,27,3,8,45,13,15,4,30
Airline A,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,29h 35m,2,No info,16704,18,5,13,25,19,0,29,35
Airline A,2019-12-06,Banglore,Delhi,BLR → DEL,3h,0,In-flight meal not included,5769,6,12,7,10,10,10,3,0
Airline D,2019-09-06,Delhi,Cochin,DEL → BOM → COK,8h 30m,1,No info,7408,6,9,17,0,1,30,8,30
Airline C,2019-01-03,Banglore,New Delhi,BLR → BOM → DEL,5h 30m,1,No info,23677,3,1,6,45,12,15,5,30
Airline H,2019-03-24,Kolkata,Banglore,CCU → AMD → BLR,7h 40m,1,No info,10198,24,3,16,25,0,5,7,40
Airline B,2019-05-18,Kolkata,Banglore,CCU → BLR,2h 40m,0,No info,4804,18,5,21,25,0,5,2,40
Airline F,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,27h 20m,1,No info,9870,24,5,17,0,20,20,27,20
Airline C,2019-09-05,Delhi,Cochin,DEL → UDR → BOM → COK,18h 20m,2,No info,13538,5,9,13,20,7,40,18,20
Airline E,2019-09-03,Mumbai,Hyderabad,BOM → HYD,1h 25m,0,No info,3603,3,9,22,45,0,10,1,25
Airline A,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,10h 50m,1,No info,12547,3,12,21,25,8,15,10,50
Airline D,2019-01-06,Delhi,Cochin,DEL → BOM → COK,11h 15m,1,No info,16108,6,1,8,0,19,15,11,15
Airline B,2019-05-18,Banglore,Delhi,BLR → DEL,2h 55m,0,No info,4823,18,5,18,25,21,20,2,55
Airline A,2019-06-06,Delhi,Cochin,DEL → BOM → COK,15h 25m,1,In-flight meal not included,10262,6,6,13,0,4,25,15,25
Airline C,2019-04-27,Banglore,Delhi,BLR → DEL,2h 50m,0,No info,5228,27,4,13,20,16,10,2,50
Airline C,2019-03-21,Delhi,Cochin,DEL → BOM → COK,12h 15m,1,No info,7934,21,3,7,0,19,15,12,15
Airline B,2019-03-03,Delhi,Cochin,DEL → HYD → COK,5h 20m,1,No info,9304,3,3,6,40,12,0,5,20
Airline E,2019-06-27,Banglore,Delhi,BLR → DEL,2h 55m,0,No check-in baggage included,4319,27,6,21,10,0,5,2,55
Airline C,2019-04-21,Delhi,Cochin,DEL → COK,3h,0,No info,6934,21,4,14,10,17,10,3,0
Airline G,2019-05-18,Kolkata,Banglore,CCU → DEL → BLR,11h 50m,1,No info,5192,18,5,7,35,19,25,11,50
